Unnamed: 0;ID_hecho;FECHA;AAAA;MM;DD;ROL;VICTIMA;SEXO;EDAD
0;2016-0001;2016-01-01;2016;1;1;CONDUCTOR;MOTO;MASCULINO;19.0
1;2016-0002;2016-01-02;2016;1;2;CONDUCTOR;AUTO;MASCULINO;70.0
2;2016-0003;2016-01-03;2016;1;3;CONDUCTOR;MOTO;MASCULINO;30.0
3;2016-0004;2016-01-10;2016;1;10;CONDUCTOR;MOTO;MASCULINO;18.0
4;2016-0005;2016-01-21;2016;1;21;CONDUCTOR;MOTO;MASCULINO;29.0
5;2016-0008;2016-01-24;2016;1;24;CONDUCTOR;MOTO;MASCULINO;30.0
6;2016-0009;2016-01-24;2016;1;24;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;29.0
7;2016-0010;2016-01-29;2016;1;29;CONDUCTOR;MOTO;MASCULINO;18.0
8;2016-0012;2016-02-08;2016;2;8;CONDUCTOR;MOTO;MASCULINO;22.0
9;2016-0013;2016-02-10;2016;2;10;PEATON;PEATON;MASCULINO;16.0
10;2016-0015;2016-02-14;2016;2;14;PEATON;PEATON;FEMENINO;16.0
11;2016-0016;2016-02-14;2016;2;14;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;19.0
12;2016-0017;2016-02-15;2016;2;15;PEATON;PEATON;MASCULINO;59.0
13;2016-0019;2016-02-17;2016;2;17;PEATON;PEATON;FEMENINO;65.0
14;2016-0020;2016-02-17;2016;2;17;PEATON;PEATON;MASCULINO;59.0
15;2016-0021;2016-02-17;2016;2;17;CONDUCTOR;AUTO;MASCULINO;34.0
16;2016-0022;2016-02-21;2016;2;21;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;41.0
17;2016-0025;2016-02-28;2016;2;28;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;34.0
18;2016-0026;2016-02-28;2016;2;28;CONDUCTOR;AUTO;MASCULINO;30.0
19;2016-0027;2016-02-28;2016;2;28;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;34.0
20;2016-0028;2016-03-02;2016;3;2;PEATON;PEATON;MASCULINO;50.0
21;2016-0029;2016-03-04;2016;3;4;PEATON;PEATON;MASCULINO;38.0
22;2016-0031;2016-03-08;2016;3;8;CONDUCTOR;MOTO;MASCULINO;21.0
23;2016-0034;2016-03-12;2016;3;12;PEATON;PEATON;MASCULINO;52.0
24;2016-0035;2016-03-13;2016;3;13;CONDUCTOR;MOTO;MASCULINO;34.0
25;2016-0036;2016-03-14;2016;3;14;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;36.0
26;2016-0037;2016-03-19;2016;3;19;CONDUCTOR;MOTO;MASCULINO;20.0
27;2016-0038;2016-03-21;2016;3;21;PEATON;PEATON;MASCULINO;29.0
28;2016-0039;2016-03-23;2016;3;23;CONDUCTOR;MOTO;MASCULINO;20.0
29;2016-0041;2016-03-29;2016;3;29;CONDUCTOR;MOTO;MASCULINO;54.0
30;2016-0041;2016-03-29;2016;3;29;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;42.0
31;2016-0043;2016-03-30;2016;3;30;PEATON;PEATON;FEMENINO;56.0
32;2016-0044;2016-03-31;2016;3;31;CONDUCTOR;MOTO;MASCULINO;24.0
33;2016-0045;2016-04-11;2016;4;11;CONDUCTOR;MOTO;MASCULINO;42.0
34;2016-0047;2016-04-15;2016;4;15;PEATON;PEATON;MASCULINO;41.0
35;2016-0048;2016-04-15;2016;4;15;PEATON;PEATON;FEMENINO;42.0
36;2016-0049;2016-04-17;2016;4;17;SD;SD;SD;42.0
37;2016-0050;2016-04-19;2016;4;19;PEATON;PEATON;MASCULINO;78.0
38;2016-0051;2016-04-20;2016;4;20;CONDUCTOR;MOTO;MASCULINO;36.0
39;2016-0052;2016-04-20;2016;4;20;SD;MOTO;SD;42.0
40;2016-0053;2016-04-22;2016;4;22;PEATON;PEATON;MASCULINO;38.0
41;2016-0054;2016-04-23;2016;4;23;CONDUCTOR;MOTO;MASCULINO;30.0
42;2016-0055;2016-04-25;2016;4;25;PEATON;PEATON;MASCULINO;79.0
43;2016-0056;2016-04-26;2016;4;26;CONDUCTOR;MOTO;MASCULINO;26.0
44;2016-0058;2016-05-04;2016;5;4;PEATON;PEATON;FEMENINO;57.0
45;2016-0059;2016-05-08;2016;5;8;PEATON;PEATON;MASCULINO;37.0
46;2016-0064;2016-05-14;2016;5;14;PEATON;PEATON;MASCULINO;20.0
47;2016-0065;2016-05-20;2016;5;20;PEATON;PEATON;MASCULINO;20.0
48;2016-0067;2016-05-21;2016;5;21;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;30.0
49;2016-0068;2016-05-22;2016;5;22;CONDUCTOR;MOTO;MASCULINO;58.0
50;2016-0069;2016-05-23;2016;5;23;CONDUCTOR;AUTO;MASCULINO;30.0
51;2016-0073;2016-06-11;2016;6;11;CONDUCTOR;MOTO;MASCULINO;23.0
52;2016-0074;2016-06-12;2016;6;12;CONDUCTOR;AUTO;MASCULINO;60.0
53;2016-0075;2016-06-12;2016;6;12;PEATON;PEATON;MASCULINO;42.0
54;2016-0076;2016-06-13;2016;6;13;PEATON;PEATON;FEMENINO;53.0
55;2016-0077;2016-06-13;2016;6;13;PEATON;PEATON;FEMENINO;42.0
56;2016-0078;2016-06-13;2016;6;13;CONDUCTOR;MOTO;MASCULINO;30.0
57;2016-0079;2016-06-16;2016;6;16;CONDUCTOR;AUTO;FEMENINO;51.0
58;2016-0080;2016-06-18;2016;6;18;CONDUCTOR;AUTO;MASCULINO;60.0
59;2016-0081;2016-06-22;2016;6;22;CONDUCTOR;MOTO;MASCULINO;40.0
60;2016-0082;2016-06-27;2016;6;27;PEATON;PEATON;MASCULINO;87.0
61;2016-0083;2016-06-28;2016;6;28;PEATON;PEATON;FEMENINO;76.0
62;2016-0084;2016-06-29;2016;6;29;PEATON;PEATON;MASCULINO;57.0
63;2016-0085;2016-06-29;2016;6;29;SD;MOTO;MASCULINO;42.0
64;2016-0086;2016-06-30;2016;6;30;PEATON;PEATON;MASCULINO;75.0
65;2016-0087;2016-07-03;2016;7;3;CONDUCTOR;MOTO;MASCULINO;23.0
66;2016-0088;2016-07-11;2016;7;11;PEATON;PEATON;FEMENINO;70.0
67;2016-0089;2016-07-14;2016;7;14;PEATON;PEATON;MASCULINO;35.0
68;2016-0090;2016-07-14;2016;7;14;PEATON;PEATON;MASCULINO;60.0
69;2016-0092;2016-07-15;2016;7;15;CONDUCTOR;MOTO;MASCULINO;24.0
70;2016-0093;2016-07-17;2016;7;17;CONDUCTOR;AUTO;MASCULINO;35.0
71;2016-0095;2016-07-23;2016;7;23;CONDUCTOR;MOTO;MASCULINO;29.0
72;2016-0096;2016-07-25;2016;7;25;CONDUCTOR;MOTO;MASCULINO;42.0
73;2016-0097;2016-07-26;2016;7;26;PEATON;PEATON;MASCULINO;80.0
74;2016-0098;2016-07-27;2016;7;27;CONDUCTOR;MOTO;FEMENINO;43.0
75;2016-0099;2016-07-29;2016;7;29;CONDUCTOR;CARGAS;MASCULINO;45.0
76;2016-0100;2016-08-03;2016;8;3;CONDUCTOR;MOTO;MASCULINO;57.0
77;2016-0101;2016-08-07;2016;8;7;SD;SD;MASCULINO;67.0
78;2016-0102;2016-08-10;2016;8;10;CONDUCTOR;MOTO;MASCULINO;29.0
79;2016-0104;2016-08-14;2016;8;14;CONDUCTOR;MOTO;MASCULINO;21.0
80;2016-0105;2016-08-17;2016;8;17;PEATON;PEATON;MASCULINO;19.0
81;2016-0106;2016-08-19;2016;8;19;PEATON;PEATON;MASCULINO;38.0
82;2016-0107;2016-08-20;2016;8;20;CONDUCTOR;MOTO;MASCULINO;21.0
83;2016-0109;2016-08-24;2016;8;24;CONDUCTOR;AUTO;FEMENINO;53.0
84;2016-0110;2016-08-24;2016;8;24;PEATON;PEATON;MASCULINO;57.0
85;2016-0111;2016-08-25;2016;8;25;CONDUCTOR;MOTO;MASCULINO;27.0
86;2016-0112;2016-08-27;2016;8;27;CONDUCTOR;MOTO;MASCULINO;24.0
87;2016-0113;2016-08-27;2016;8;27;PEATON;PEATON;FEMENINO;60.0
88;2016-0114;2016-08-31;2016;8;31;CICLISTA;BICICLETA;FEMENINO;55.0
89;2016-0115;2016-09-02;2016;9;2;SD;SD;MASCULINO;42.0
90;2016-0116;2016-09-02;2016;9;2;CONDUCTOR;MOTO;MASCULINO;30.0
91;2016-0117;2016-09-03;2016;9;3;CONDUCTOR;AUTO;MASCULINO;43.0
92;2016-0118;2016-09-04;2016;9;4;CONDUCTOR;AUTO;MASCULINO;27.0
93;2016-0119;2016-09-04;2016;9;4;PASAJERO_ACOMPAÑANTE;SD;FEMENINO;42.0
94;2016-0122;2016-09-13;2016;9;13;CICLISTA;BICICLETA;MASCULINO;49.0
95;2016-0123;2016-09-14;2016;9;14;CONDUCTOR;MOTO;FEMENINO;58.0
96;2016-0124;2016-09-16;2016;9;16;PEATON;PEATON;MASCULINO;67.0
97;2016-0125;2016-09-17;2016;9;17;CONDUCTOR;MOTO;MASCULINO;30.0
98;2016-0126;2016-09-18;2016;9;18;CONDUCTOR;AUTO;MASCULINO;37.0
99;2016-0126;2016-09-18;2016;9;18;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;60.0
100;2016-0127;2016-09-24;2016;9;24;PEATON;PEATON;MASCULINO;50.0
101;2016-0128;2016-10-02;2016;10;2;PEATON;PEATON;FEMENINO;81.0
102;2016-0130;2016-10-04;2016;10;4;CONDUCTOR;MOTO;MASCULINO;29.0
103;2016-0131;2016-10-09;2016;10;9;PEATON;PEATON;MASCULINO;35.0
104;2016-0132;2016-10-10;2016;10;10;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;30.0
105;2016-0133;2016-10-14;2016;10;14;CONDUCTOR;MOTO;MASCULINO;41.0
106;2016-0134;2016-10-23;2016;10;23;CONDUCTOR;MOTO;MASCULINO;25.0
107;2016-0135;2016-10-24;2016;10;24;PEATON;PEATON;MASCULINO;29.0
108;2016-0136;2016-10-25;2016;10;25;CONDUCTOR;MOTO;SD;42.0
109;2016-0137;2016-10-25;2016;10;25;CONDUCTOR;MOTO;MASCULINO;30.0
110;2016-0138;2016-10-27;2016;10;27;CICLISTA;BICICLETA;FEMENINO;33.0
111;2016-0139;2016-10-28;2016;10;28;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;35.0
112;2016-0140;2016-10-31;2016;10;31;PASAJERO_ACOMPAÑANTE;PASAJEROS;MASCULINO;20.0
113;2016-0142;2016-11-05;2016;11;5;CONDUCTOR;MOTO;MASCULINO;46.0
114;2016-0143;2016-11-06;2016;11;6;CONDUCTOR;MOTO;MASCULINO;35.0
115;2016-0144;2016-11-07;2016;11;7;PEATON;PEATON;MASCULINO;83.0
116;2016-0145;2016-11-07;2016;11;7;CONDUCTOR;MOTO;MASCULINO;39.0
117;2016-0146;2016-11-09;2016;11;9;PEATON;PEATON;FEMENINO;29.0
118;2016-0147;2016-11-16;2016;11;16;PASAJERO_ACOMPAÑANTE;MOVIL;MASCULINO;55.0
119;2016-0148;2016-11-16;2016;11;16;CONDUCTOR;MOTO;MASCULINO;42.0
120;2016-0150;2016-11-18;2016;11;18;PASAJERO_ACOMPAÑANTE;CARGAS;MASCULINO;41.0
121;2016-0151;2016-11-18;2016;11;18;PEATON;PEATON;SD;42.0
122;2016-0152;2016-11-23;2016;11;23;CONDUCTOR;MOTO;MASCULINO;42.0
123;2016-0153;2016-11-25;2016;11;25;PEATON;PEATON;FEMENINO;83.0
124;2016-0154;2016-11-26;2016;11;26;CONDUCTOR;MOTO;MASCULINO;38.0
125;2016-0155;2016-11-26;2016;11;26;PEATON;PEATON;FEMENINO;29.0
126;2016-0156;2016-11-26;2016;11;26;CONDUCTOR;MOTO;MASCULINO;23.0
127;2016-0157;2016-12-03;2016;12;3;CONDUCTOR;MOTO;MASCULINO;23.0
128;2016-0159;2016-12-04;2016;12;4;CONDUCTOR;AUTO;MASCULINO;23.0
129;2016-0160;2016-12-06;2016;12;6;CONDUCTOR;CARGAS;MASCULINO;29.0
130;2016-0161;2016-12-06;2016;12;6;PEATON;PEATON;MASCULINO;50.0
131;2016-0162;2016-12-07;2016;12;7;PEATON;PEATON;MASCULINO;38.0
132;2016-0163;2016-12-10;2016;12;10;CONDUCTOR;MOTO;MASCULINO;23.0
133;2016-0164;2016-12-11;2016;12;11;CONDUCTOR;AUTO;MASCULINO;29.0
134;2016-0165;2016-12-12;2016;12;12;CICLISTA;BICICLETA;MASCULINO;37.0
135;2016-0168;2016-12-13;2016;12;13;CONDUCTOR;MOTO;MASCULINO;43.0
136;2016-0169;2016-12-15;2016;12;15;CONDUCTOR;MOTO;MASCULINO;24.0
137;2016-0170;2016-12-19;2016;12;19;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;21.0
138;2016-0171;2016-12-25;2016;12;25;CONDUCTOR;MOTO;SD;42.0
139;2016-0172;2016-12-26;2016;12;26;CONDUCTOR;MOTO;MASCULINO;38.0
140;2016-0173;2016-12-26;2016;12;26;CONDUCTOR;MOTO;MASCULINO;35.0
141;2016-0174;2016-12-27;2016;12;27;SD;SD;SD;42.0
142;2016-0175;2016-12-27;2016;12;27;PEATON;PEATON;FEMENINO;42.0
143;2016-0176;2016-12-28;2016;12;28;CONDUCTOR;MOTO;MASCULINO;28.0
144;2016-0177;2016-12-29;2016;12;29;PEATON;PEATON;FEMENINO;27.0
145;2016-0178;2016-12-30;2016;12;30;PEATON;PEATON;FEMENINO;7.0
146;2017-0001;2017-01-02;2017;1;2;CONDUCTOR;MOTO;MASCULINO;18.0
147;2017-0003;2017-01-05;2017;1;5;PASAJERO_ACOMPAÑANTE;CARGAS;MASCULINO;33.0
148;2017-0007;2017-01-11;2017;1;11;PEATON;PEATON;MASCULINO;48.0
149;2017-0008;2017-01-16;2017;1;16;CONDUCTOR;MOTO;MASCULINO;29.0
150;2017-0009;2017-01-16;2017;1;16;CONDUCTOR;MOTO;MASCULINO;36.0
151;2017-0010;2017-01-16;2017;1;16;CONDUCTOR;MOTO;MASCULINO;23.0
152;2017-0011;2017-01-22;2017;1;22;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;29.0
153;2017-0012;2017-01-24;2017;1;24;CONDUCTOR;MOTO;MASCULINO;30.0
154;2017-0013;2017-01-27;2017;1;27;PEATON;PEATON;MASCULINO;4.0
155;2017-0014;2017-01-28;2017;1;28;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;22.0
156;2017-0015;2017-02-02;2017;2;2;PEATON;PEATON;MASCULINO;82.0
157;2017-0016;2017-02-03;2017;2;3;CONDUCTOR;MOTO;MASCULINO;27.0
158;2017-0017;2017-02-06;2017;2;6;CONDUCTOR;MOTO;MASCULINO;32.0
159;2017-0018;2017-02-09;2017;2;9;CONDUCTOR;MOTO;MASCULINO;30.0
160;2017-0021;2017-02-18;2017;2;18;CONDUCTOR;MOTO;MASCULINO;43.0
161;2017-0024;2017-02-23;2017;2;23;PEATON;PEATON;MASCULINO;39.0
162;2017-0025;2017-02-24;2017;2;24;CONDUCTOR;MOTO;MASCULINO;23.0
163;2017-0026;2017-02-26;2017;2;26;PASAJERO_ACOMPAÑANTE;AUTO;FEMENINO;23.0
164;2017-0026;2017-02-26;2017;2;26;CONDUCTOR;AUTO;MASCULINO;19.0
165;2017-0027;2017-02-26;2017;2;26;PEATON;PEATON;MASCULINO;42.0
166;2017-0028;2017-02-28;2017;2;28;PEATON;PEATON;MASCULINO;87.0
167;2017-0029;2017-03-07;2017;3;7;SD;SD;MASCULINO;34.0
168;2017-0030;2017-03-07;2017;3;7;CONDUCTOR;AUTO;FEMENINO;27.0
169;2017-0031;2017-03-11;2017;3;11;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;70.0
170;2017-0032;2017-03-12;2017;3;12;PASAJERO_ACOMPAÑANTE;AUTO;FEMENINO;40.0
171;2017-0033;2017-03-12;2017;3;12;CONDUCTOR;AUTO;MASCULINO;28.0
172;2017-0034;2017-03-13;2017;3;13;PEATON;PEATON;MASCULINO;43.0
173;2017-0035;2017-03-23;2017;3;23;CONDUCTOR;AUTO;MASCULINO;28.0
174;2017-0035;2017-03-23;2017;3;23;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;32.0
175;2017-0035;2017-03-23;2017;3;23;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;30.0
176;2017-0036;2017-03-29;2017;3;29;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;42.0
177;2017-0036;2017-03-29;2017;3;29;CONDUCTOR;MOTO;MASCULINO;20.0
178;2017-0037;2017-03-31;2017;3;31;CONDUCTOR;MOTO;MASCULINO;41.0
179;2017-0038;2017-04-01;2017;4;1;CONDUCTOR;MOTO;FEMENINO;40.0
180;2017-0040;2017-04-03;2017;4;3;CONDUCTOR;AUTO;MASCULINO;43.0
181;2017-0041;2017-04-03;2017;4;3;CONDUCTOR;MOTO;MASCULINO;17.0
182;2017-0042;2017-04-10;2017;4;10;CONDUCTOR;MOTO;MASCULINO;42.0
183;2017-0045;2017-04-14;2017;4;14;CONDUCTOR;MOTO;MASCULINO;21.0
184;2017-0047;2017-04-23;2017;4;23;CONDUCTOR;MOTO;MASCULINO;37.0
185;2017-0049;2017-04-27;2017;4;27;PEATON;PEATON;MASCULINO;22.0
186;2017-0050;2017-04-28;2017;4;28;CONDUCTOR;MOTO;MASCULINO;46.0
187;2017-0050;2017-04-28;2017;4;28;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;16.0
188;2017-0051;2017-05-01;2017;5;1;CONDUCTOR;AUTO;MASCULINO;33.0
189;2017-0052;2017-05-05;2017;5;5;PEATON;PEATON;FEMENINO;47.0
190;2017-0053;2017-05-05;2017;5;5;CONDUCTOR;MOTO;MASCULINO;28.0
191;2017-0054;2017-05-07;2017;5;7;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;20.0
192;2017-0055;2017-05-09;2017;5;9;CONDUCTOR;AUTO;MASCULINO;32.0
193;2017-0058;2017-05-09;2017;5;9;PEATON;PEATON;MASCULINO;80.0
194;2017-0059;2017-05-11;2017;5;11;PEATON;PEATON;FEMENINO;39.0
195;2017-0060;2017-05-13;2017;5;13;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;30.0
196;2017-0061;2017-05-15;2017;5;15;PEATON;PEATON;MASCULINO;47.0
197;2017-0062;2017-05-15;2017;5;15;CONDUCTOR;MOTO;MASCULINO;35.0
198;2017-0063;2017-05-17;2017;5;17;PEATON;PEATON;FEMENINO;79.0
199;2017-0064;2017-05-20;2017;5;20;PASAJERO_ACOMPAÑANTE;CARGAS;MASCULINO;61.0
200;2017-0065;2017-05-22;2017;5;22;CICLISTA;BICICLETA;MASCULINO;21.0
201;2017-0066;2017-05-22;2017;5;22;PEATON;PEATON;MASCULINO;10.0
202;2017-0067;2017-05-23;2017;5;23;CONDUCTOR;MOTO;MASCULINO;21.0
203;2017-0068;2017-05-27;2017;5;27;CONDUCTOR;MOTO;MASCULINO;32.0
204;2017-0069;2017-05-29;2017;5;29;CONDUCTOR;MOTO;MASCULINO;39.0
205;2017-0070;2017-05-30;2017;5;30;PEATON;PEATON;MASCULINO;80.0
206;2017-0072;2017-06-03;2017;6;3;CONDUCTOR;AUTO;MASCULINO;25.0
207;2017-0073;2017-06-04;2017;6;4;CONDUCTOR;MOTO;MASCULINO;19.0
208;2017-0074;2017-06-04;2017;6;4;SD;SD;MASCULINO;70.0
209;2017-0075;2017-06-12;2017;6;12;PEATON;PEATON;MASCULINO;55.0
210;2017-0076;2017-06-13;2017;6;13;PEATON;PEATON;FEMENINO;30.0
211;2017-0077;2017-06-17;2017;6;17;CONDUCTOR;MOTO;FEMENINO;60.0
212;2017-0079;2017-06-19;2017;6;19;CONDUCTOR;MOTO;MASCULINO;33.0
213;2017-0080;2017-06-22;2017;6;22;PEATON;PEATON;FEMENINO;95.0
214;2017-0082;2017-06-25;2017;6;25;PEATON;PEATON;MASCULINO;36.0
215;2017-0083;2017-07-04;2017;7;4;CONDUCTOR;MOTO;MASCULINO;37.0
216;2017-0084;2017-07-05;2017;7;5;PEATON;PEATON;FEMENINO;73.0
217;2017-0085;2017-07-07;2017;7;7;PEATON;PEATON;MASCULINO;84.0
218;2017-0086;2017-07-09;2017;7;9;PEATON;PEATON;FEMENINO;30.0
219;2017-0087;2017-07-10;2017;7;10;PEATON;PEATON;FEMENINO;73.0
220;2017-0088;2017-07-10;2017;7;10;PEATON;PEATON;MASCULINO;43.0
221;2017-0089;2017-07-13;2017;7;13;SD;SD;MASCULINO;23.0
222;2017-0090;2017-07-15;2017;7;15;PEATON;PEATON;MASCULINO;22.0
223;2017-0091;2017-07-15;2017;7;15;CONDUCTOR;MOTO;MASCULINO;58.0
224;2017-0092;2017-07-24;2017;7;24;PEATON;PEATON;MASCULINO;66.0
225;2017-0093;2017-07-25;2017;7;25;PEATON;PEATON;MASCULINO;42.0
226;2017-0094;2017-07-27;2017;7;27;CICLISTA;BICICLETA;FEMENINO;56.0
227;2017-0095;2017-08-06;2017;8;6;CONDUCTOR;MOTO;MASCULINO;36.0
228;2017-0096;2017-08-07;2017;8;7;PEATON;PEATON;MASCULINO;87.0
229;2017-0098;2017-08-08;2017;8;8;PEATON;PEATON;FEMENINO;61.0
230;2017-0099;2017-08-17;2017;8;17;CICLISTA;BICICLETA;MASCULINO;28.0
231;2017-0100;2017-08-21;2017;8;21;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;16.0
232;2017-0101;2017-08-23;2017;8;23;PEATON;PEATON;FEMENINO;61.0
233;2017-0102;2017-08-24;2017;8;24;PEATON;PEATON;MASCULINO;46.0
234;2017-0104;2017-08-25;2017;8;25;PEATON;PEATON;FEMENINO;18.0
235;2017-0106;2017-08-31;2017;8;31;PEATON;PEATON;FEMENINO;85.0
236;2017-0107;2017-09-01;2017;9;1;CONDUCTOR;MOTO;MASCULINO;41.0
237;2017-0108;2017-09-02;2017;9;2;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;17.0
238;2017-0108;2017-09-02;2017;9;2;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;10.0
239;2017-0109;2017-09-04;2017;9;4;CONDUCTOR;MOTO;MASCULINO;21.0
240;2017-0110;2017-09-06;2017;9;6;PEATON;PEATON;MASCULINO;56.0
241;2017-0111;2017-09-07;2017;9;7;PEATON;PEATON;FEMENINO;79.0
242;2017-0112;2017-09-10;2017;9;10;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;1.0
243;2017-0112;2017-09-10;2017;9;10;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;42.0
244;2017-0113;2017-09-11;2017;9;11;PEATON;PEATON;FEMENINO;76.0
245;2017-0114;2017-09-15;2017;9;15;CONDUCTOR;AUTO;MASCULINO;26.0
246;2017-0115;2017-09-19;2017;9;19;CONDUCTOR;MOTO;MASCULINO;34.0
247;2017-0116;2017-09-20;2017;9;20;CONDUCTOR;MOTO;MASCULINO;22.0
248;2017-0118;2017-09-22;2017;9;22;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;26.0
249;2017-0120;2017-10-02;2017;10;2;CONDUCTOR;MOTO;MASCULINO;20.0
250;2017-0123;2017-10-10;2017;10;10;PEATON;PEATON;FEMENINO;36.0
251;2017-0124;2017-10-12;2017;10;12;CONDUCTOR;MOTO;MASCULINO;51.0
252;2017-0125;2017-10-13;2017;10;13;CONDUCTOR;MOTO;MASCULINO;29.0
253;2017-0126;2017-10-14;2017;10;14;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;39.0
254;2017-0126;2017-10-14;2017;10;14;CONDUCTOR;AUTO;MASCULINO;36.0
255;2017-0127;2017-10-16;2017;10;16;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;24.0
256;2017-0128;2017-10-17;2017;10;17;PEATON;PEATON;FEMENINO;60.0
257;2017-0129;2017-10-26;2017;10;26;CONDUCTOR;MOTO;MASCULINO;57.0
258;2017-0130;2017-10-27;2017;10;27;CONDUCTOR;AUTO;MASCULINO;23.0
259;2017-0132;2017-10-30;2017;10;30;CONDUCTOR;MOTO;MASCULINO;23.0
260;2017-0134;2017-11-06;2017;11;6;PEATON;PEATON;FEMENINO;47.0
261;2017-0135;2017-11-07;2017;11;7;CONDUCTOR;MOTO;MASCULINO;24.0
262;2017-0136;2017-11-16;2017;11;16;PEATON;PEATON;MASCULINO;55.0
263;2017-0137;2017-11-17;2017;11;17;PEATON;PEATON;FEMENINO;60.0
264;2017-0138;2017-11-19;2017;11;19;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;25.0
265;2017-0139;2017-11-19;2017;11;19;PASAJERO_ACOMPAÑANTE;AUTO;FEMENINO;15.0
266;2017-0140;2017-11-19;2017;11;19;CONDUCTOR;MOTO;MASCULINO;24.0
267;2017-0141;2017-11-23;2017;11;23;PEATON;PEATON;FEMENINO;22.0
268;2017-0143;2017-11-25;2017;11;25;CONDUCTOR;AUTO;MASCULINO;50.0
269;2017-0144;2017-11-26;2017;11;26;PASAJERO_ACOMPAÑANTE;AUTO;FEMENINO;50.0
270;2017-0145;2017-11-26;2017;11;26;CONDUCTOR;MOTO;MASCULINO;58.0
271;2017-0147;2017-11-28;2017;11;28;CONDUCTOR;MOTO;MASCULINO;49.0
272;2017-0148;2017-11-29;2017;11;29;PEATON;PEATON;FEMENINO;82.0
273;2017-0149;2017-11-30;2017;11;30;PEATON;PEATON;MASCULINO;13.0
274;2017-0150;2017-12-04;2017;12;4;PEATON;PEATON;MASCULINO;56.0
275;2017-0151;2017-12-04;2017;12;4;PEATON;PEATON;MASCULINO;42.0
276;2017-0152;2017-12-06;2017;12;6;CICLISTA;BICICLETA;MASCULINO;19.0
277;2017-0153;2017-12-11;2017;12;11;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;42.0
278;2017-0153;2017-12-11;2017;12;11;CONDUCTOR;MOTO;MASCULINO;30.0
279;2017-0154;2017-12-11;2017;12;11;PEATON;PEATON;MASCULINO;76.0
280;2017-0155;2017-12-12;2017;12;12;SD;SD;MASCULINO;77.0
281;2017-0157;2017-12-17;2017;12;17;CONDUCTOR;AUTO;MASCULINO;53.0
282;2017-0158;2017-12-18;2017;12;18;CONDUCTOR;MOTO;MASCULINO;32.0
283;2017-0159;2017-12-20;2017;12;20;CONDUCTOR;MOTO;MASCULINO;27.0
284;2017-0160;2017-12-22;2017;12;22;PEATON;PEATON;FEMENINO;30.0
285;2017-0161;2017-12-26;2017;12;26;PEATON;PEATON;FEMENINO;30.0
286;2018-0001;2018-01-01;2018;1;1;PEATON;PEATON;MASCULINO;83.0
287;2018-0002;2018-01-03;2018;1;3;CICLISTA;BICICLETA;FEMENINO;26.0
288;2018-0003;2018-01-05;2018;1;5;PEATON;PEATON;FEMENINO;58.0
289;2018-0004;2018-01-09;2018;1;9;CONDUCTOR;MOTO;MASCULINO;39.0
290;2018-0005;2018-01-09;2018;1;9;PEATON;PEATON;MASCULINO;54.0
291;2018-0006;2018-01-10;2018;1;10;CICLISTA;BICICLETA;FEMENINO;45.0
292;2018-0007;2018-01-11;2018;1;11;CONDUCTOR;AUTO;MASCULINO;46.0
293;2018-0008;2018-01-12;2018;1;12;CONDUCTOR;MOTO;FEMENINO;32.0
294;2018-0009;2018-01-14;2018;1;14;CONDUCTOR;MOTO;MASCULINO;19.0
295;2018-0010;2018-01-18;2018;1;18;CONDUCTOR;MOTO;MASCULINO;40.0
296;2018-0011;2018-01-19;2018;1;19;PEATON;PEATON;MASCULINO;84.0
297;2018-0012;2018-01-26;2018;1;26;CONDUCTOR;MOTO;MASCULINO;20.0
